Id,parentId,Workload,Server,Category,Type,Application name(s),Environment,Migration Intent,Operating System,Dependencies,Softwares(#),Support status,Security risks,Discovery method,Hypervisor type,Host,Tags,DB instances(#),Databases(#),Webapps(#),Fileshares(#),vCores(#),Memory (MB),Disks(#),Allocated storage (GB),OS Family,Support ends in (Days),Power status,Connected appliance,First discovered at,Last updated at,Processor,Database edition,Framework version,Protocol,DB engine status,HADR configuration,IPv6/IPv4,App ARM ID name(s)
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0272-4000-a001-000000000272","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0272-4000-a001-000000000272","vm-prod-call-center-web-01","vm-prod-call-center-web-01","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","12288","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.1273519Z","2026-04-08T15:34:56.3159497Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0273-4000-a001-000000000273","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0273-4000-a001-000000000273","vm-prod-call-center-web-02","vm-prod-call-center-web-02","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","14336","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.1273519Z","2026-04-08T15:34:56.3159497Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0274-4000-a001-000000000274","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0274-4000-a001-000000000274","vm-prod-call-center-web-03","vm-prod-call-center-web-03","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","12288","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.1273519Z","2026-04-08T15:34:56.3159497Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0275-4000-a001-000000000275","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0275-4000-a001-000000000275","vm-prod-call-center-web-04","vm-prod-call-center-web-04","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","14336","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.1273519Z","2026-04-08T15:34:56.3159497Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0150-4000-a001-000000000150","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0150-4000-a001-000000000150","vm-prod-citrix-vdi-contro-01","vm-prod-citrix-vdi-contro-01","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","6","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0151-4000-a001-000000000151","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0151-4000-a001-000000000151","vm-prod-citrix-vdi-contro-02","vm-prod-citrix-vdi-contro-02","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","6","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0179-4000-a001-000000000179","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0179-4000-a001-000000000179","vm-prod-citrix-vdi-db-01","vm-prod-citrix-vdi-db-01","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","8","32768","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0960996Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0180-4000-a001-000000000180","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0180-4000-a001-000000000180","vm-prod-citrix-vdi-db-02","vm-prod-citrix-vdi-db-02","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","8","32768","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0960996Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0154-4000-a001-000000000154","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0154-4000-a001-000000000154","vm-prod-citrix-vdi-licens-01","vm-prod-citrix-vdi-licens-01","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","2","8192","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0152-4000-a001-000000000152","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0152-4000-a001-000000000152","vm-prod-citrix-vdi-storef-01","vm-prod-citrix-vdi-storef-01","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","12288","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0153-4000-a001-000000000153","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0153-4000-a001-000000000153","vm-prod-citrix-vdi-storef-02","vm-prod-citrix-vdi-storef-02","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","12288","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0155-4000-a001-000000000155","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0155-4000-a001-000000000155","vm-prod-citrix-vdi-worker-01","vm-prod-citrix-vdi-worker-01","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0156-4000-a001-000000000156","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0156-4000-a001-000000000156","vm-prod-citrix-vdi-worker-02","vm-prod-citrix-vdi-worker-02","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0157-4000-a001-000000000157","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0157-4000-a001-000000000157","vm-prod-citrix-vdi-worker-03","vm-prod-citrix-vdi-worker-03","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0648865Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0158-4000-a001-000000000158","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0158-4000-a001-000000000158","vm-prod-citrix-vdi-worker-04","vm-prod-citrix-vdi-worker-04","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0159-4000-a001-000000000159","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0159-4000-a001-000000000159","vm-prod-citrix-vdi-worker-05","vm-prod-citrix-vdi-worker-05","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0160-4000-a001-000000000160","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0160-4000-a001-000000000160","vm-prod-citrix-vdi-worker-06","vm-prod-citrix-vdi-worker-06","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0161-4000-a001-000000000161","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0161-4000-a001-000000000161","vm-prod-citrix-vdi-worker-07","vm-prod-citrix-vdi-worker-07","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0162-4000-a001-000000000162","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0162-4000-a001-000000000162","vm-prod-citrix-vdi-worker-08","vm-prod-citrix-vdi-worker-08","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0163-4000-a001-000000000163","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0163-4000-a001-000000000163","vm-prod-citrix-vdi-worker-09","vm-prod-citrix-vdi-worker-09","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0164-4000-a001-000000000164","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0164-4000-a001-000000000164","vm-prod-citrix-vdi-worker-10","vm-prod-citrix-vdi-worker-10","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0165-4000-a001-000000000165","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0165-4000-a001-000000000165","vm-prod-citrix-vdi-worker-11","vm-prod-citrix-vdi-worker-11","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0166-4000-a001-000000000166","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0166-4000-a001-000000000166","vm-prod-citrix-vdi-worker-12","vm-prod-citrix-vdi-worker-12","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0167-4000-a001-000000000167","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0167-4000-a001-000000000167","vm-prod-citrix-vdi-worker-13","vm-prod-citrix-vdi-worker-13","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0168-4000-a001-000000000168","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0168-4000-a001-000000000168","vm-prod-citrix-vdi-worker-14","vm-prod-citrix-vdi-worker-14","Server","Windows server","-","-","-","Windows Server 2022","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
"/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0169-4000-a001-000000000169","/subscriptions/ed38b697-42b8-4490-b79a-ce682d991625/resourcegroups/rgazmigrat-8/providers/microsoft.offazure/importsites/vmwaremigration5a66importsite/machines/5201b9cc-0169-4000-a001-000000000169","vm-prod-citrix-vdi-worker-15","vm-prod-citrix-vdi-worker-15","Server","Windows server","-","-","-","Windows Server 2019","-","-","-","-","Import","VMware","-","{}","-","-","-","-","4","16384","1","-","windowsguest","-"," -"," -","2026-04-08T15:34:55.0804761Z","2026-04-08T15:34:55.142963Z","-"," -"," -","-","-","-","[]","-"
