group_name,application_name,vm_name,tier,role,environment,criticality,suggested_target,migration_wave,technologies,technical_owner
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-02,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-03,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-04,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-05,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-06,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-07,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-app-08,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-db-01,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SQL Server 2022 Enterprise; Always On Availability Groups; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-db-02,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SQL Server 2022 Enterprise; Always On Availability Groups; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-db-03,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SQL Server 2022 Enterprise; Always On Availability Groups; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-db-04,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SQL Server 2022 Enterprise; Always On Availability Groups; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-presen-01,presen,presentation tier,prod,tier-1,Azure VMware Solution,wave-3,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-presen-02,presen,presentation tier,prod,tier-1,Azure VMware Solution,wave-3,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-presen-03,presen,presentation tier,prod,tier-1,Azure VMware Solution,wave-3,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Clinical Informatics Team
grp-prod-tier1-epic-ehr-core,epic-ehr-core,vm-prod-epic-ehr-core-presen-04,presen,presentation tier,prod,tier-1,Azure VMware Solution,wave-3,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Clinical Informatics Team
grp-prod--identity-and-acces,identity-and-acces,vm-prod-identity-and-acces-db-01,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod--identity-and-acces,identity-and-acces,vm-prod-identity-and-acces-db-02,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod--identity-and-acces,identity-and-acces,vm-prod-identity-and-acces-idm-01,idm,identity service,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,
grp-prod--identity-and-acces,identity-and-acces,vm-prod-identity-and-acces-idm-02,idm,identity service,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,
grp-prod--identity-and-acces,identity-and-acces,vm-prod-identity-and-acces-idm-03,idm,identity service,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,
grp-prod--identity-and-acces,identity-and-acces,vm-prod-identity-and-acces-idm-04,idm,identity service,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-api-01,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Ubuntu Linux,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-api-02,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Red Hat Enterprise Linux 8,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-api-03,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Ubuntu Linux,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-api-04,api,api tier,prod,tier-1,Azure Virtual Machines,wave-2,Nginx; Node.js 18; Red Hat Enterprise Linux 8,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-broker-01,broker,integration broker,prod,tier-1,Azure Virtual Machines,wave-3,Mirth Connect; Python 3.11; Red Hat Enterprise Linux 8,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-broker-02,broker,integration broker,prod,tier-1,Azure Virtual Machines,wave-3,Mirth Connect; Python 3.11; Red Hat Enterprise Linux 8,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-broker-03,broker,integration broker,prod,tier-1,Azure Virtual Machines,wave-3,Mirth Connect; Python 3.11; Red Hat Enterprise Linux 8,Interop Platform Team
grp-prod-tier1-integration-engine,integration-engine,vm-prod-integration-engine-broker-04,broker,integration broker,prod,tier-1,Azure Virtual Machines,wave-3,Mirth Connect; Python 3.11; Red Hat Enterprise Linux 8,Interop Platform Team
grp-prod--lab-information-sy,lab-information-sy,vm-prod-lab-information-sy-app-01,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,
grp-prod--lab-information-sy,lab-information-sy,vm-prod-lab-information-sy-app-02,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,
grp-prod--lab-information-sy,lab-information-sy,vm-prod-lab-information-sy-app-03,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,
grp-prod--lab-information-sy,lab-information-sy,vm-prod-lab-information-sy-app-04,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,
grp-prod--lab-information-sy,lab-information-sy,vm-prod-lab-information-sy-db-01,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod--lab-information-sy,lab-information-sy,vm-prod-lab-information-sy-db-02,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-app-01,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-app-02,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-app-03,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-app-04,app,application tier,prod,tier-1,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-db-01,db,database tier,prod,tier-1,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-db-02,db,database tier,prod,tier-1,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-web-01,web,web host / ingress,prod,tier-1,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Radiology Platform Team
grp-prod-tier1-pacs-imaging,pacs-imaging,vm-prod-pacs-imaging-web-02,web,web host / ingress,prod,tier-1,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Radiology Platform Team
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-app-01,app,application tier,prod,,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-app-02,app,application tier,prod,,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-app-03,app,application tier,prod,,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-app-04,app,application tier,prod,,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-db-01,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-db-02,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-web-01,web,web host / ingress,prod,,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-web-02,web,web host / ingress,prod,,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-web-03,web,web host / ingress,prod,,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,
grp-prod--patient-portal-dot,patient-portal-dot,vm-prod-patient-portal-dot-web-04,web,web host / ingress,prod,,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,
grp-prod--pharmacy-managemen,pharmacy-managemen,vm-prod-pharmacy-managemen-app-01,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,
grp-prod--pharmacy-managemen,pharmacy-managemen,vm-prod-pharmacy-managemen-app-02,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,
grp-prod--pharmacy-managemen,pharmacy-managemen,vm-prod-pharmacy-managemen-app-03,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2019,
grp-prod--pharmacy-managemen,pharmacy-managemen,vm-prod-pharmacy-managemen-app-04,app,application tier,prod,,Azure Virtual Machines,wave-3,Windows Service; .NET 6; Microsoft Windows Server 2022,
grp-prod--pharmacy-managemen,pharmacy-managemen,vm-prod-pharmacy-managemen-db-01,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod--pharmacy-managemen,pharmacy-managemen,vm-prod-pharmacy-managemen-db-02,db,database tier,prod,,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,
grp-prod-tier2-provider-directory,provider-directory,vm-prod-provider-directory-app-01,app,application tier,prod,tier-2,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,Network Management Team
grp-prod-tier2-provider-directory,provider-directory,vm-prod-provider-directory-app-02,app,application tier,prod,tier-2,Azure App Service candidate,wave-3,IIS 10; .NET 8; Microsoft Windows Server 2022,Network Management Team
grp-prod-tier2-provider-directory,provider-directory,vm-prod-provider-directory-db-01,db,database tier,prod,tier-2,Azure SQL Managed Instance candidate,wave-3,SQL Server 2022; SSRS; Microsoft Windows Server 2022,Network Management Team
grp-prod-tier2-provider-directory,provider-directory,vm-prod-provider-directory-web-01,web,web host / ingress,prod,tier-2,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2022,Network Management Team
grp-prod-tier2-provider-directory,provider-directory,vm-prod-provider-directory-web-02,web,web host / ingress,prod,tier-2,Azure VMware Solution,wave-2,IIS 10; .NET Framework 4.8; Microsoft Windows Server 2019,Network Management Team
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-01,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-02,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-03,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-04,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-05,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-06,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-07,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--comput-08,comput,compute tier,prod,,Azure Virtual Machines,wave-3,Nextflow; Docker; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--db-01,db,database tier,prod,,Azure Database for PostgreSQL candidate,wave-3,PostgreSQL 14; Patroni; Ubuntu Linux,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--db-02,db,database tier,prod,,Azure Database for PostgreSQL candidate,wave-3,PostgreSQL 14; Patroni; Ubuntu Linux,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--etl-01,etl,etl tier,prod,,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--etl-02,etl,etl tier,prod,,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--etl-03,etl,etl tier,prod,,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,
grp-prod--research-genomics-,research-genomics-,vm-prod-research-genomics--etl-04,etl,etl tier,prod,,Azure Virtual Machines,wave-3,Apache Airflow; Python 3.11; Rocky Linux 9,
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-batch-01,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; Red Hat Enterprise Linux 8,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-batch-02,batch,batch / background processing,prod,tier-1,Azure VMware Solution,wave-3,SAP Batch Scheduler; Red Hat Enterprise Linux 8,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-db-01,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SAP HANA 2.0; SUSE Linux Enterprise Server 15,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-db-02,db,database tier,prod,tier-1,Azure VMware Solution,wave-3,SAP HANA 2.0; SUSE Linux Enterprise Server 15,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-sapapp-01,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-sapapp-02,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-sapapp-03,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-sapapp-04,sapapp,sap application tier,prod,tier-1,Azure VMware Solution,wave-3,SAP NetWeaver; SAP Application Server; Red Hat Enterprise Linux 8,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-sapweb-01,sapweb,sap web dispatcher,prod,tier-1,Azure VMware Solution,wave-3,SAP Web Dispatcher; Microsoft Windows Server 2019,Finance And Revenue Cycle Team
grp-prod-tier1-revenue-cycle-sap,revenue-cycle-sap,vm-prod-revenue-cycle-sap-sapweb-02,sapweb,sap web dispatcher,prod,tier-1,Azure VMware Solution,wave-3,SAP Web Dispatcher; Microsoft Windows Server 2019,Finance And Revenue Cycle Team
